animal_name,status,order,adult_mass_g,neonate_mass_g,brain_mass_g,adult_body_length_mm,dphy_plant,dphy_vertebrate,dphy_invertebrate,trophic_level,det_diet_breadth_n,foraging_stratum,habitat_breadth_n,activity_cycle,fossoriality,hibernation_torpor,max_longevity_d,litter_size_n,litters_per_year_y,interbirth_interval_d,gestation_length_d,weaning_age_d,female_maturity_d,age_first_reproduction_d,generation_length_d,density_n_km2,altitude_breadth,dispersal_km
Brachyuromys betsileoensis,lc,Rodentia,93.58,6.347567867,1.441712063,171.25,90,0,10,2,2,Ar,4,2,1,0,1172.942708,2.633415333,2.912725,65.44445924,32.76743291,30.96911121,132.9148583,159.0226109,696.757406,951.8561766,700,0.288042478
Brachyuromys ramirohitra,lc,Rodentia,92.31,6.264697167,1.412738714,171.25,90,0,10,2,2,Ar,1,2,1,0,1071.427083,2.589092333,2.939865,65.30733816,32.6409299,30.83646857,129.5070644,153.5180763,695.3739533,927.8457058,1100,0.285885862
Bradypus pygmaeus,cr,Pilosa,2900,246.968945,20.88057126,551.2646933,100,0,0,1,1,Ar,1,2,2,0,8475.440221,1.078834167,1.089939781,374.243219,157.8281838,77.88616247,673.8932579,862.9015517,2897.314555,225.4615851,1962.984,1.903815087
Bradypus torquatus,vu,Pilosa,4184.21,300,22.33317458,524.995,100,0,0,1,1,Ar,1,2,2,0,4380,1,1,368.6441889,150,60.88,655.7018961,825.6747072,2653.196098,213.8523577,1290,2.329127566
Bradypus tridactylus,lc,Pilosa,4072.9,185,15.12857143,550.18,100,0,0,1,1,Ar,1,2,2,0,14600,1,1,395.1353293,126.96,36.5225,601.59454,728.55454,3329.032077,151.37,2095.335,2.294842721
Bradypus variegatus,lc,Pilosa,3963.18,280.905,15.33333333,750,100,0,0,1,1,Ar,2,2,2,0,9680.613646,1,1.05,364.750171,170.84,35,1138.91512,1165.759639,3427.216433,650,2400,2.260632432
Brotomys voratus,ex,Rodentia,120,13.43962833,3.131666983,197.8637063,96,0,4,1,2,G,1,1,1,0,934.2144584,2.730015,2.096325,108.6424348,97.52025394,35.31537518,241.1027086,325.9906249,812.7635518,1402.945324,839.205,0.330259676
Brucepattersonius albinasus,dd,Rodentia,21.85,2.587975,0.74964999,117.62936,18,0,82,2,2,G,1,2,1,0,660.8537917,3.752715,3.342585,25.95817548,25.21376077,20.44098722,74.14343376,102.23237,389.4787365,1165.284814,600,0.129420823
Brucepattersonius griserufescens,dd,Rodentia,21.85,2.62525,0.757570773,120.2290258,18,0,82,2,2,G,1,2,1,0,691.519875,3.707805,3.39192,26.06274885,25.81263958,20.47664172,74.5854184,102.1914389,404.2801407,1167.277927,600,0.129420823
Brucepattersonius guarani,dd,Rodentia,32,2.932176667,0.811414709,135.9370917,18,0,82,2,2,G,1,2,1,0,933.2472084,3.5666,3.329365,26.21824235,25.97879153,20.24629914,73.46819786,99.8386427,433.7306276,976.1312596,1176.901,0.159638763
Brucepattersonius igniventris,dd,Rodentia,32,2.868315,0.804507243,132.9455517,18,0,82,2,2,G,1,2,1,0,806.859875,3.61873,3.25876,25.92915035,24.48780027,20.12585474,73.09801214,99.47429905,424.6993518,968.9691267,1287.039,0.159638763
Brucepattersonius iheringi,lc,Rodentia,43,3.880306667,0.956848436,170,10,0,90,2,1,G,2,2,1,0,1074.912833,3.65828,3.23715,27.16590824,28.05909913,20.94024866,79.77201814,104.7231087,489.2799509,701.3625743,1572.305,0.187807753
Brucepattersonius misionensis,dd,Rodentia,43,3.568366667,0.938920679,156.8508275,18,0,82,2,2,G,1,2,1,0,1046.375917,3.58911,3.37163,28.98057954,27.69285145,20.87351134,75.61000232,103.7964579,479.7672344,646.2799245,1189.8365,0.187807753
Brucepattersonius paradisus,dd,Rodentia,42,3.342926667,0.867283007,143.9462808,18,0,82,2,2,G,1,2,1,0,1014.852083,3.537325,3.41848,27.09209881,26.98059167,20.50067788,74.01832754,102.3701179,454.6247404,773.049654,1153.57,0.185392848
Brucepattersonius soricinus,dd,Rodentia,28.7,2.852671667,0.827839109,137.4950525,18,0,82,2,2,G,1,2,1,0,965.80825,3.776615,3.34584,26.37817279,26.01156043,20.02087848,70.29098226,97.35214019,436.7563384,907.7869966,2000,0.150362975
Bubalus arnee,en,Cetartiodactyla,827250.485,37500,551.8395286,2824.76,100,0,0,1,1,G,3,2,1,0,12738.5,1.375,1,455.937714,314.83246,228.135,553.53384,600.485,3285,1.06,1500,42.65856402
Bubalus depressicornis,en,Cetartiodactyla,205994.635,12504.79848,308.234505,1728.58,100,0,0,1,2,G,1,2,1,0,13176.5,1,1,413.7728307,300,206.7062396,742.575,1042.575,2920,1.936605158,1000,19.85759347
Bubalus grovesi,Remove,Cetartiodactyla,117000,5889.92186,221.9955272,1809.972478,100,0,0,1,1,G,3,2,1,0,7922.969225,1.006923333,1.021046667,362.9043554,248.1759184,192.8707851,689.792475,816.7965902,2552.887506,1.859930444,1868.34,14.93329578
Bubalus mindorensis,cr,Cetartiodactyla,243861.535,17154.00414,459.701455,2199.99,100,0,0,1,1,G,3,2,1,0,10220,1,0.75,1094.250513,302.9273,314.5343535,755.15,914,3650,1.595830695,1600,21.78886871
Bubalus palaeokerabau,Remove,Cetartiodactyla,1125940.4,32654.56678,632.7613017,3001.989188,100,0,0,1,1,G,3,2,1,0,10757.83419,1.113904,0.9140725,510.5451166,294.1966379,226.2843021,833.1453473,958.7349071,3462.463991,1.263934774,2512.988,37.24328681
Bubalus quarlesi,en,Cetartiodactyla,165859.43,9746.61071,266.4589454,1577.97,100,0,0,1,1,G,1,2,1,0,10658,1,1,397.3964399,294.99,195.1945836,755.15,802,2920,1.692420973,2300,17.62637307
Budorcas taxicolor,vu,Cetartiodactyla,294515.33,6000,296.3948029,2053,100,0,0,1,1,G,3,2,1,0,7993.5,1.17,1,364.750171,235.6,118.55,913.08,730,2920,1.66945567,3000,24.17214625
Bullimus bagobus,lc,Rodentia,324.455,14.91260483,3.828499722,297.305,69,3,28,2,3,G,1,1,1,0,521.9560833,2.400463,2.45899,86.57696321,36.2165599,32.02393481,164.8665684,211.6417382,759.3265771,802.6798378,1600,0.570743303
Bullimus gamay,vu,Rodentia,367.8,15.27978098,3.788094656,274.08702,69,3,28,2,3,G,1,1,1,0,523.6320416,2.33464,2.180325,99.42558873,37.53485476,35.39335622,163.5198461,204.5447416,734.3577746,1048.348227,475,0.61149416
Bullimus luzonicus,lc,Rodentia,388.57,14.173934,3.571548042,239.995,69,3,28,2,3,G,3,1,1,0,736.9958333,2.380521667,2.11528,99.62952905,36.6684596,35.61585476,173.2840522,213.9378251,724.6798113,1036.639192,2200,0.630251608
Bunolagus monticularis,cr,Lagomorpha,1500.005,43.71,8.571548502,505,100,0,0,1,1,G,1,1,1,0,1761.125,1.11,3.406625,79.21573078,43.66221367,35.14165797,220.3171461,264.5316014,730,767.8084418,1285.912,1.324819933
Bunomys andrewsi,lc,Rodentia,125,7.26543,1.755376968,197,40,0,60,2,2,G,2,1,1,0,915.3682916,2.804855,3.21837,45.18463162,31.81399735,27.19108632,98.6055647,136.846981,616.3025171,543.0815195,1446.584,0.337758566
Bunomys chrysocomus,lc,Rodentia,111.29,4.714452,1.670123112,197,40,0,60,2,2,G,1,1,2,0,1005.279958,3.5184625,3.33787,43.34451697,24.53303723,26.4603706,100.4609125,129.4655775,563.0922548,903.5688874,2000,0.316852212
Bunomys coelestis,en,Rodentia,111.29,4.619095,1.670148638,197,40,0,60,2,2,G,1,1,2,0,1001.553917,3.5913125,3.340425,45.2427468,24.67299924,26.2773235,100.6029218,133.6122745,571.5956516,1358.66406,700,0.316852212
Bunomys fratrorum,vu,Rodentia,130.31,6.828532,1.767403632,197,40,0,60,2,2,G,1,1,1,0,936.1732916,2.895985,3.29485,44.68165113,30.94800599,27.10521548,99.07832418,136.2562173,608.5623564,573.3512053,1882,0.345576041
Bunomys penitus,lc,Rodentia,170,7.118336667,1.947355049,197,40,0,60,2,2,G,1,1,1,0,919.079125,2.719955,3.257875,46.70145769,32.20296851,26.96780294,106.469662,150.5860222,626.5308021,590.6296243,1172.241,0.399993351
Bunomys prolatus,en,Rodentia,131,5.181762,1.778215927,195.3204463,40,0,60,2,2,G,1,1,2,0,930.9811666,3.5805975,3.2978,43.53802943,25.27042056,27.10855624,99.0426667,135.7799941,586.7440394,563.2513457,1494.805333,0.346581261
Burramys parvus,cr,Diprotodontia,44.3,15.57105175,1,122.25,60,0,40,2,3,Ar,1,1,2,1,4380,3.55,1,364.750171,14.87,59.91,348.18,365,1529.35,6124.99,928,0.190909665
Cabassous centralis,dd,Cingulata,3810,153.3515853,19.35389064,407.945,0,0,100,3,1,G,3,2,1,0,3187.666667,1,1.48283,278.7186138,119.4162094,80.03504909,394.1096434,457.365036,1882.388062,70.29453573,3000,12.51891223
Cabassous chacoensis,nt,Cingulata,1490.01,217.1634733,13.03302498,411.2247867,0,0,100,3,1,G,3,2,1,0,4413.493136,1.99494,1.53427,268.6148447,106.144476,72.77074568,369.9815947,407.4176859,1648.622243,97.99766011,1977.434,7.902710203
Cabassous tatouay,lc,Cingulata,5349.95,192.6459187,28.75223494,549.3301167,0,0,100,3,1,G,3,2,1,0,4561.28924,1.6807875,1.132359969,346.8057518,124.0224374,84.84500855,485.7866886,548.8411091,2080.884983,48.46419797,2104.349,14.78443462
Cabassous unicinctus,lc,Cingulata,3987.97,100,23.68,449.32,0,0,100,3,1,G,4,2,1,0,2731.416667,1,1.45559,277.7177868,115.9067982,78.52773894,393.8417771,459.6784591,1895.063722,0.62,2187.887,12.80211662
Cacajao calvus,vu,Primates,3421.04,272.012481,74.3,555.275,80,10,10,1,1,Ar,1,3,2,0,13781.79167,1,0.5,775.2789869,182,639,1204,1306.7,3650,18.40222222,955.8751667,2.084936579
Cacajao hosomi,vu,Primates,3100,246.6819169,69.59071,485,80,10,10,2,1,Ar,2,3,2,0,7467.291665,1,0.596891667,718.0393046,164.0813402,639,1464.983638,1611.428762,3650,11.22,865.1498333,1.974944051
Caenolestes caniventer,nt,Paucituberculata,40,908.5931552,3.029429573,128.395,20,10,70,2,1,G,1,1,1,0,3493.628525,2,1.131085,365,51.10641163,109.3323357,440.7344992,468.6898013,1781.150966,737.5698982,1500,0.180484064
Caenolestes condorensis,vu,Paucituberculata,48,870.9736017,3.697169107,128.88,20,10,70,3,1,G,2,1,1,0,3674.241171,2.909061667,1.133455,365,52.44970758,118.4696822,595.1740827,627.6140324,1947.850208,521.4800668,2344.033,1.467984814
Caenolestes convelatus,vu,Paucituberculata,35.78,870.5965391,3.497138842,120.57,20,10,70,3,1,G,1,1,1,0,3584.796096,3.039599167,1.126895,365,52.73571442,117.6938301,590.8770601,625.0445577,1936.385293,610.5050451,3000,1.271150935
Caenolestes fuliginosus,lc,Paucituberculata,31.32,870.4752764,0.68,124.01,20,10,70,3,1,G,1,1,1,0,3495.956312,3.81,1.14572,365,38.05,114.9722981,438.7186124,466.4174236,1690.19047,752.7756178,2400,1.190874555
Caenolestes sangay,vu,Paucituberculata,38836.24936,1375.172816,73.58513226,960.8331308,20,10,70,3,1,G,1,1,1,0,5715.958806,2.7150575,1.209111667,357.7942304,75.95004207,142.3261933,664.7140881,744.7306079,2480.59371,226.5750082,1667.741,9.578698487
Caipora bambuiorum,Remove,Primates,20500,519.1158945,108.5052748,753.72497,86,7,7,1,1,Ar,1,3,2,0,12539.19069,1.033425,0.609823241,571.6718239,197.1832966,413.4796229,1592.37116,1769.8833,4453.45053,16.94121794,1326.797,5.255804316
Calcochloris obtusirostris,lc,Afrosoricida,24.05,2.48636115,0.675834375,104.42,0,0,100,3,1,G,3,1,1,0,795.9405477,2,1.877988768,244.8951818,68.88356895,59.55439112,365.4749726,400.9773326,993.0620808,1079.335405,1361.729,1.046308482
Calcochloris tytonis,dd,Afrosoricida,28.27,2.4646073,0.725590975,104.320845,0,0,100,3,1,G,1,1,1,0,767.5780946,2.226215,1.869823768,239.6936302,68.27037625,59.89713922,369.054134,401.0587232,1008.080265,1057.683656,1408.467333,1.132564652
Callicebus aureipalatii,lc,Primates,950,76.03069985,17.62176277,366.398965,80,10,10,2,3,Ar,1,3,2,0,5065.181042,1.019085,1.38605,291.8773327,149.9899262,159.4625334,914.5393711,953.9788184,2910.97964,16.26410296,891.545,1.030513886
Callicebus baptista,lc,Primates,904.065,74.4,22.13516354,484.325,90,0,10,2,1,Ar,1,3,2,0,9563,1.015,1,364.750171,164,106.526,1095.696,1259.696,3415.860948,29.62068842,577.967,1.002803119
Callicebus barbarabrownae,cr,Primates,1390.8,81.771049,19.062638,362.49,80,0,20,2,3,Ar,2,3,2,0,3674.333335,1.01,1.406948768,287.9523953,150.6919558,156.7478463,971.6511493,953.7455565,2885.44649,14.28460339,878.339,1.270870914
Callicebus bernhardi,lc,Primates,1050,73.60271335,17.38232041,362.8811025,80,0,20,2,3,Ar,1,3,2,0,6098.5295,1.015915,1.385535,291.4859454,148.7596035,170.0085686,883.4333402,949.980569,2911.000884,18.94886437,918.556,1.088829753
Callicebus brunneus,vu,Primates,958.13,74,18.14169962,358.65,80,0,20,2,3,Ar,1,3,2,0,9636,1.01,1,364.750171,147.5,203.925,1095.696,1243.196,3065.954259,10.6,718.059,1.035355051
Callicebus caligatus,lc,Primates,992.4,76.21015985,17.44,360.909555,80,0,20,2,3,Ar,1,3,2,0,4651.398792,1.02,1.3961,289.178225,148.9370591,160.5902687,934.0618069,965.9695619,2895.277593,15.04836435,853.166,1.055561595
Callicebus caquetensis,cr,Primates,1037.575,74,17.1,358.65,80,1,19,2,3,Ar,1,3,2,0,9636,1.005,1,364.750171,147.5,203.925,1095.696,1243.196,2920,22.9208,747.2123333,1.08172431
Callicebus cinerascens,lc,Primates,992.4,75.63398,17.76955603,382.2580683,80,0,20,2,3,Ar,1,3,2,0,6336.713292,1.02,1.393355,283.4965123,151.7961327,156.9161577,888.6993703,965.3483441,2955.403984,18.40619488,895.406,1.055561595
Callicebus coimbrai,en,Primates,1390.8,81.771049,19.062638,362.49,80,0,20,2,3,Ar,2,3,2,0,3674.333335,1.01,1.406948768,287.9523953,150.6919558,156.7478463,971.6511493,953.7455565,2885.44649,14.28460339,878.339,1.270870914
Callicebus cupreus,lc,Primates,1037.575,74,17.1,358.65,80,0,20,2,3,Ar,2,3,2,0,9636,1.005,1,364.750171,147.5,203.925,1095.696,1243.196,3007.263175,22.9208,835.714,1.08172431
Callicebus cupreus,lc,Primates,1037.575,74,17.1,358.65,80,0,20,2,3,Ar,2,3,2,0,9636,1.005,1,364.750171,147.5,203.925,1095.696,1243.196,3007.263175,22.9208,835.714,1.08172431
Callicebus discolor,lc,Primates,1037.575,74,18.24396,358.65,80,0,20,2,3,Ar,1,3,2,0,9636,1.005,1,364.750171,147.5,203.925,1095.696,1243.196,3036.90126,7.275,807,1.08172431
Callicebus donacophilus,lc,Primates,846.335,74.40686,18.70225413,379.12994,80,0,20,2,3,Ar,1,3,2,0,9410.916665,1.02,1.00723,365.2705396,153.3730051,166.4476301,1060.015663,1191.89382,3200.7669,19.98776269,617.701,0.967061583
Callicebus dubius,lc,Primates,992.4,75.20027485,17.78225318,356.810405,80,0,20,2,3,Ar,1,3,2,0,4903.872334,1.02,1.397385,287.04613,148.9995748,160.8610083,929.5782042,965.7457426,2898.291376,14.02,857.003,1.055561595
Callicebus hoffmannsi,lc,Primates,904.065,74.4,20.84443982,484.325,80,0,20,2,3,Ar,1,3,2,0,9563,1.015,1,364.750171,164,106.526,1095.696,1259.696,3444.949688,19.20727269,435.524,1.002803119
Callicebus lucifer,lc,Primates,1129.785,111.3330927,20.02523391,294.99,80,0,20,2,3,Ar,1,3,2,0,3096.416667,1.005,1.045488768,419.0728937,154.357251,136.92,1584.4634,1241.222191,3039.838927,11,438.5403333,1.133583609
Callicebus lugens,lc,Primates,1129.785,101.1332077,19.53896,294.99,80,0,20,2,3,Ar,1,3,2,0,3096.416667,1.005,1.046447536,418.5377752,154.5997793,136.92,1584.4634,1240.59203,3027.597462,24.15,455.9423333,1.133583609
Callicebus medemi,vu,Primates,1129.785,110.4947177,19.72,294.99,80,0,20,2,3,Ar,1,3,2,0,3096.416667,1.005,1.044237536,414.9736564,154.592148,136.92,1584.4634,1218.23735,2920,15.29289688,444.4743333,1.133583609
Callicebus melanochir,vu,Primates,1390.8,84.093509,19.49219085,362.49,80,0,20,1,3,Ar,1,3,2,0,3674.333335,1.01,1.42263,292.0368374,150.8617049,158.6746374,1042.877053,1024.884717,2920,14.91666667,782.9035714,1.270870914
Callicebus modestus,en,Primates,992.4,76.01469985,17.7480693,357.2862,80,0,20,2,3,Ar,1,3,2,0,4816.892834,1.02,1.397405,287.7491888,149.039888,160.5068648,931.5521373,968.8804895,2900.33383,16.67778148,851.644,1.055561595
Callicebus moloch,lc,Primates,850,74.4,19,484.325,80,0,20,2,3,Ar,1,3,2,0,9563,1.01,1,364.750171,164,106.526,1095.696,1095,3503.0875,18.43,425.939,0.969362633
Callicebus moloch,dd,Primates,850,74.4,19,484.325,80,0,20,2,3,Ar,1,3,2,0,9563,1.01,1,364.750171,164,106.526,1095.696,1095,3503.0875,18.43,170,0.969362633
Callicebus nigrifrons,nt,Primates,1390.8,84.415274,19.42412524,362.49,80,0,20,1,3,Ar,1,3,2,0,3674.333335,1.01,1.417675,290.9366363,151.0218715,159.3774753,1038.923419,1026.908432,2920,21.93333333,841.183,1.270870914
Callicebus oenanthe,cr,Primates,992.4,73.74539835,17.50316568,361.321885,80,0,20,2,3,Ar,1,3,2,0,6394.389375,1.02,1.37421,290.7848912,148.6527612,173.2343624,892.5627956,974.8558434,2920,24.14895802,953.961,1.055561595
Callicebus olallae,cr,Primates,992.4,72.92042335,17.22884389,361.962325,80,0,20,1,3,Ar,2,3,2,0,6422.713375,1.02,1.374023768,295.5419426,148.7705591,169.6693498,869.8977032,949.7049893,2903.81121,25.09127174,1035.632,1.055561595
Callicebus ornatus,vu,Primates,1037.575,74,18.02508739,358.65,80,0,20,2,2,Ar,1,3,2,0,9636,1.005,1,364.750171,147.5,203.925,1095.696,1243.196,2920,57,789.121,1.08172431
Callicebus pallescens,lc,Primates,846.335,74.641935,18.44020314,371.046535,80,0,20,2,3,Ar,2,3,2,0,9410.916665,1.02,1.004775,366.3338813,151.5630135,169.6912214,1047.313985,1185.568675,3155.572497,17.17,765.256,0.967061583
Callicebus personatus,cr,Primates,1390.8,85.505779,19.79200364,362.49,80,0,20,2,3,Ar,1,3,2,0,3674.333335,1.01,1.418405,287.8707359,150.74334,157.6391133,1034.007459,1001.377657,2920,6.217666667,784.957,1.270870914
Callicebus purinus,lc,Primates,1129.785,123.9985775,21.17699843,294.99,80,0,20,2,3,Ar,1,3,2,0,3096.416667,1.005,1.044578768,420.2898902,154.6138773,136.92,1584.4634,1237.987618,3058.719297,4.7,70,1.133583609
Callicebus regulus,lc,Primates,1129.785,113.665806,20.48592096,294.99,80,0,20,2,3,Ar,1,3,2,0,3096.416667,1.005,1.044663768,418.6174707,154.5123535,136.92,1584.4634,1237.360894,3045.74774,5.975,400.05,1.133583609
Callicebus stephennashi,dd,Primates,1050,76.12742985,17.66619303,361.5469775,80,0,20,2,3,Ar,1,3,2,0,4478.209334,1.01534,1.402575,289.7103655,148.9910488,160.7971009,950.3086556,971.7410858,2895.643237,15.54225794,844.301,1.088829753
Callicebus torquatus,lc,Primates,1129.785,111.5083135,20.13688,294.99,80,0,20,2,3,Ar,1,3,2,0,3096.416667,1.005,1.045468768,418.7521384,154.3394246,136.92,1584.4634,1240.657491,3039.908081,9.1,435.2,1.133583609
Callimico goeldii,vu,Primates,556.5,48.61,11.4996,257,50,10,40,2,2,Ar,1,3,2,0,8103,1,1.2,180.6262835,153.495,71.765,389.42,491.83,2190,2.45,1167.851,0.767912449
Callistomys pictus,en,Rodentia,518.99,46.4430915,6.391485564,410,100,0,0,1,2,G,2,1,2,0,1946.058029,1.69494,1.949595,140.7160634,98.32815438,43.07197496,303.1271526,377.9751058,1203.244646,405.4006234,1244.941,0.738998079
Callithrix aurita,en,Primates,272.705,27.12,7.8920831,269.995,70,10,20,2,3,Ar,1,3,2,0,8318.958335,2.24,2,164.2874742,144,62,477,621,2176.691393,18.76666667,1062.96855,0.51872487
Callithrix flaviceps,cr,Primates,290.21,27.12,8.051059373,269.995,70,10,20,2,3,Ar,1,3,2,0,8318.958335,2.12,2,164.2874742,144,62,477,621,2194.293508,13.1406,1076.94355,0.536781662
Callithrix geoffroyi,lc,Primates,299.605,27.12,8.350059347,300,70,10,20,2,3,Ar,2,3,2,0,8318.958335,2.24,2,164.2874742,144,62,477,621,2185.919225,14.129,774,0.546270624
Callithrix jacchus,lc,Primates,255.2,27.12,7.703571429,300,70,10,20,2,3,Ar,2,3,2,0,8318.958335,2.24,2,164.2874742,144,62,477,555.1,2156.5235,804.8333333,1168.526,0.500138438
Callithrix kuhlii,vu,Primates,307,27.12,7.97,300,70,10,20,2,3,Ar,2,3,2,0,8318.958335,2,2,164.2874742,144,62,477,621,2190,46,1074.801,0.553645752
Callithrix penicillata,lc,Primates,307,27.12,7.979272,300,70,10,20,2,3,Ar,2,3,2,0,8318.958335,2,2,164.2874742,144,62,477,621,2186.217546,44.28571429,1068.365,0.553645752
Callorhinus ursinus,vu,Carnivora,55464.82,5231.865,343.6125,1932.41,0,60,40,2,2,M,4,2,1,0,12775,1,0.695,364.750171,254.74932,107,1461,2007,4745,18,433.846,NA
Callosciurus adamsi,nt,Rodentia,304.745,16.35,5.452224356,225.25,70,10,20,2,4,Ar,1,3,2,0,7701.5,1.97,1.77652,162.3553963,47.78452,60.88021506,413.84,461.62452,1819.452615,201.6326439,900,0.551405367
Callosciurus albescens,dd,Rodentia,220.89,13.84996113,4.775089515,280,70,10,20,2,4,Ar,2,3,2,0,4678.761625,2.471915,1.76871,147.4223547,47.33282466,57.54774155,357.6598088,400.0256569,1578.474585,134.3388461,1839.42,0.461958216
Callosciurus baluensis,lc,Rodentia,323.91,34.5143294,5.31256813,241.75,70,10,20,2,4,Ar,1,3,2,0,4860.269028,3,1.77574,147.459495,47.5965042,58.15342535,369.2394708,415.1176019,1546.135453,149.1702217,1701.312,0.570215819
Callosciurus caniceps,lc,Rodentia,260.955,18.01589867,6.02,285.68,70,10,20,2,4,Ar,3,3,2,0,5000.5,2.195,1.78247,156.0337612,48.38963416,58.1583138,369.5895517,414.487807,1610.185455,18.6,1939.934,0.506310528
Callosciurus erythraeus,lc,Rodentia,277.615,74.6211219,5.083346821,245.965,70,10,20,2,4,Ar,1,3,2,0,6205,2.155,2,147.1107735,48,50,361.8327409,406.7738831,1658.958114,500,2800,0.523840987
Callosciurus finlaysonii,lc,Rodentia,278,18.298248,5.411922277,280,70,10,20,2,4,Ar,3,3,2,0,4675.041665,2,1.77629,155.3294639,49.42511281,57.14442967,371.3528305,415.8190873,1568.45133,154.4105934,1878.771,0.52424042
Callosciurus inornatus,lc,Rodentia,325,16.205066,5.21869475,280,70,10,20,2,4,Ar,3,3,2,0,1730.708333,2.578103333,1.74775,145.5878958,45.80091494,55.42275181,332.8792232,373.9497956,1130.341019,267.1324071,1840,0.571270389
Callosciurus melanogaster,vu,Rodentia,296,16.87957765,5.316375704,246.5,70,10,20,2,4,Ar,1,3,2,0,5871.708361,2.29811,1.80308,150.8576768,47.73376076,58.16577442,372.2981065,411.6543753,1634.238883,121.027873,1618.014,0.542645626
Callosciurus nigrovittatus,lc,Rodentia,205.15,17.0612944,4.44,241.75,70,10,20,1,4,Ar,1,3,2,0,2609.75,2.2,1.746145,143.3640947,47.3506991,57.91168279,340.3578128,384.7103657,1241.888732,5.75,1618.025,0.443552674
Callosciurus notatus,lc,Rodentia,400,16.35,4.91,247,70,10,20,2,4,Ar,4,3,2,0,7701.5,2.085,1.796105,161.7315392,47.78452,59.45474845,413.84,413.84,1585.1964,98.32,1985.761,0.640381623
Callosciurus orestes,lc,Rodentia,208.3,15.22789615,4.365525653,203.5,70,10,20,2,4,Ar,1,3,2,0,2609.75,2.28,1.754545,136.812707,46.55043134,55.81643267,329.2263869,371.6415905,1216.839463,192.6407359,1649.684,0.447285649
Callosciurus phayrei,lc,Rodentia,269,16.27246923,5.18928173,280,70,10,20,2,4,Ar,1,3,2,0,5182.746528,2.458295,1.795865,148.1179676,47.64437244,58.29351252,360.5608235,405.1309568,1580.926284,155.8002576,1688.423,0.514836844
Callosciurus prevostii,lc,Rodentia,400,16.35,6.52,263.5,70,10,20,1,4,Ar,1,3,2,0,7701.5,1.765,1.774955,167.1200268,47.78452,64.95842194,400.8031638,431.7093756,1792.540123,14.6,1494.401,0.640381623
Callosciurus pygerythrus,lc,Rodentia,252,13.07450773,4.663917656,280,70,10,20,2,4,Ar,2,3,2,0,1730.708333,2.71736,1.729195,138.7573996,45.07390358,55.22027125,329.7046234,368.0496884,1131.57255,196.7704493,1560,0.496679417
Callosciurus quinquestriatus,lc,Rodentia,246.4344257,14.54884913,4.931765675,280,70,10,20,2,4,Ar,1,3,2,0,4424.791583,2.565605,1.778495,145.204523,46.38419933,58.13271025,356.8764548,402.5638757,1542.896733,124.9607156,1741.884,0.490615904
Callospermophilus lateralis,lc,Rodentia,227.3,6.26,3.218191864,310.19,80,0,20,2,3,G,2,3,1,1,3796,5.12,0.97,377.1925439,30.436,39,637,450.12,1437.367,228.5,2745,0.469283792
Callospermophilus madrensis,nt,Rodentia,217.6,6.26,2.811445,214.38,80,0,20,2,3,G,1,3,1,1,3796,5.12,0.97,403.0626347,30.436,39,637,667.436,1512.872211,857.5314844,750,0.458161145
Callospermophilus saturatus,lc,Rodentia,250.9,6.09,3.50168,310.19,80,0,20,2,3,G,4,3,1,1,3796,5.12,1,356.5239805,30.218,39.6,528.955,559.173,1436.792351,466.4475963,1948.576,0.495485819
Calomys boliviae,lc,Rodentia,48,2.37,0.786874143,129.18324,100,0,0,1,1,G,1,2,1,0,152.0833335,4.985,3,20.98562646,22.00914,17.99144,47.76496,69.7741,337.2169384,1499.867793,2100,0.199520969
Calomys callidus,lc,Rodentia,48.6,2.37,0.784459262,128.9226833,100,0,0,1,1,G,1,2,1,0,240.1000418,4.985,3,20.98562646,22.00914,17.99144,43.18,65.18914,324.8396858,1455.365376,2103.931667,0.200888841
Calomys callosus,lc,Rodentia,48.6,2.37,0.79536236,130.1330633,100,0,0,1,1,G,3,2,1,0,359.5736667,4.985,3,20.98562646,22.00914,17.99144,47.76496,42,301.8844282,354.3,2278.701667,0.200888841
Calomys expulsus,lc,Rodentia,48,2.37,0.773387844,128.9723383,100,0,0,1,1,G,3,2,1,0,238.6552501,4.985,3,20.98562646,22.00914,17.99144,47.76496,69.7741,325.0544936,1195.79,2177.446667,0.199520969
Calomys fecundus,lc,Rodentia,41,2.37,0.768979056,127.3681283,100,0,0,1,1,G,2,2,1,0,152.0833335,4.985,3,20.98562646,22.00914,17.99144,47.76496,69.7741,318.1945877,1411.98387,2100,0.182951926
Calomys hummelincki,lc,Rodentia,27,2.282905,0.675506261,125,100,0,0,1,1,G,3,2,1,0,577.9166665,5,3.92673,22.20379701,25.26188,18.5163835,50.11585264,71.70609411,291.2444217,3247.659946,2344.104,0.145397164
Calomys laucha,lc,Rodentia,24,2.2418943,0.651598951,125,100,0,0,1,1,G,3,2,2,0,577.9166665,4.975,3.61138,22.10430516,25.13094,18.95485866,50.86298192,76.06144398,296.5648084,2158.698241,2345.297,0.136276838
Calomys lepidus,lc,Rodentia,20.59,2.025,0.561259221,112.284775,100,0,0,1,1,G,2,2,1,0,655.3027499,4.22,4.69,20.73579746,23.69296256,18.68716818,52.4361194,81.77003549,292.5331825,2067.38005,2400,0.125261283
